Site LOC ID,Name,Description,Municipality,County,DEC Region,Basin,Latitude,Longitude,HUC 8,Last Year Sampled,Georeference
03-MAD-2.5,Mad River,otto mills dr; immed. below suspension bridge.,Redfield,Oswego,7,3,43.59889,-75.819,4140102,2020,POINT (-75.819 43.59889)
14-MONG-18.9,Mongaup River,rte 17b bridge; just upstream.,Bethel,Sullivan,3,14,41.66678,-74.78259,2040104,2015,POINT (-74.78259 41.66678)
06-DECA-0.3,Decatur Creek,main st bridge.,Worcester,Otsego,4,6,42.59138,-74.75371,2050101,2008,POINT (-74.75371 42.59138)
10-CORB-0.8,Corbeau Creek,10 m below stetson rd. bridge.,Champlain,Clinton,5,10,44.93778,-73.42056,4150408,2013,POINT (-73.42056 44.93778)
10-TWOB-1.3,Twobridge Creek,40 m above rte 3.,St Armand,Essex,5,10,44.40855,-74.08426,4150406,2018,POINT (-74.08426 44.40855)
03-SAND-8.4,Sandy Creek,downstream of mathers mill rd. bridge.,Ellisburg,Jefferson,6,3,43.791698,-76.1075,4140102,2015,POINT (-76.1075 43.791698)
12-LMARI-0.0,Mariaville Lake,n/a,Duanesburg,Schenectady,4,12,42.8261,-74.13386,2020004,2018,POINT (-74.13386 42.8261)
04-HONY_T9-0.3,Unnamed Tributary To Honeoye Creek,upstream of rush mendon rd. (sr 251) 50 m.,Rush,Monroe,8,4,42.996457,-77.644052,4130003,2019,POINT (-77.644052 42.996457)
12-POEN-1.1,Poentic Kill,50 m below mall (below jnct. with orig. streambed.,Rotterdam,Schenectady,4,12,42.80944,-73.97945,2020004,1989,POINT (-73.97945 42.80944)
08-MOOS-1.2,Moose River,200 m above shibley rd. bridge.,Lyonsdale,Lewis,6,8,43.61222,-75.33471,4150101,1991,POINT (-75.33471 43.61222)
05-MALL-0.1,Mallory Creek,20 m above cr 3.,Chemung,Chemung,8,5,42.0547,-76.62339,2050105,2017,POINT (-76.62339 42.0547)
09-STLW-12.3,St. Lawrence River,buoy b75.,Massena,St. Lawrence,6,9,45.0006,-74.87321,4150310,1983,POINT (-74.87321 45.0006)
09-LMILL-0.0,Millsite Lake,sampled in 2008 as part of lake biomonitoring pilot; composite.,Theresa,Jefferson,6,9,44.29116,-75.77104,4150303,2008,POINT (-75.77104 44.29116)
12-HEAL-0.1,Healy Kill,cr 132 bridge.,Perth,Fulton,5,12,42.99389,-74.12472,2020004,2005,POINT (-74.12472 42.99389)
07-LITR-0.2,Little River,"rt. 13 
















































































10 m above.",Vienna,Oneida,6,7,43.29083,-75.7175,4140202,2021,POINT (-75.7175 43.29083)
06-USSQ-56.0,Upper Susquehanna River,walk adj. from rt. 79.,Windsor,Broome,7,6,42.03904,-75.6136,2050101,2008,POINT (-75.6136 42.03904)
01-LJAVA-0.0,Java Lake,n/a,Java,Wyoming,9,1,42.63152,-78.3441,4120102,2010,POINT (-78.3441 42.63152)
09-ISLB-1.4,Island Branch,bay rd. bridge.,Fowler,St. Lawrence,6,9,44.32527,-75.41669,4150302,2009,POINT (-75.41669 44.32527)
13-ESOP-28.7,Lower Esopus Creek,50 m downstream of covered bridge at ashokan camp property.,Olive,Ulster,3,13,41.9269,-74.19798,2020006,2021,POINT (-74.19798 41.9269)
16-TEN-8.5,Tenmile River,20 m below lime kiln rd. bridge.,Dover,Dutchess,3,16,41.71611,-73.56917,1100005,1992,POINT (-73.56917 41.71611)
17-PECN-7.6,Peconic River,edwards ave bridge.,Riverhead,Suffolk,1,17,40.905502,-72.742968,2030202,2018,POINT (-72.742968 40.905502)
04-BLAK_T6-0.9,Unnamed Tributary To Black Creek,upstream from black creek park rd.,Chili,Monroe,8,4,43.085291,-77.799411,4130003,2019,POINT (-77.799411 43.085291)
04-GENS-2.6,Genesee River,genesee docks at boxart st.,Rochester,Monroe,8,4,43.22722,-77.61639,4130003,2019,POINT (-77.61639 43.22722)
14-PLTN-1.4,Platner Brook,treadwell rd; just below confl of e and w br platner.,Delhi,Delaware,4,14,42.255,-74.97667,2040101,1999,POINT (-74.97667 42.255)
06-OTSL-17.9,Otselic River,70 m below rt. 23 bridge.,Cincinnatus,Cortland,7,6,42.53222,-75.90361,2050102,1997,POINT (-75.90361 42.53222)
08-HARV-1.5,Harvey Creek,10 m below culvert crossing 4 rd.,Watson,Lewis,6,8,43.78667,-75.38861,4150101,2002,POINT (-75.38861 43.78667)
01-TONA-27.6,Tonawanda Creek,Off Kelkenberg Rd at river bend,Newstead,Erie,9,1,43.080642,-78.573463,4120104,2020,POINT (-78.573463 43.080642)
02-BTLC-0.6,Battle Creek,Off Jamestown street / NY 394.,Randolph,Cattaraugus,9,2,42.164578,-78.984093,5010002,2021,POINT (-78.984093 42.164578)
09-SYLV_T1-0.1,Unnamed Tributary To Sylvia Lake Outlet,little york rd. bridge.,Fowler,St. Lawrence,6,9,44.28139,-75.39082,4150302,1992,POINT (-75.39082 44.28139)
11-HOOS-3.1,Hoosic River,Off route 67 just below mouth of tomhannock creek.,Schaghticoke,Rensselaer,4,11,42.902879,-73.637093,2020003,2021,POINT (-73.637093 42.902879)
05-TOGA-1.3,Tioga River,100 m below rr bridge at lumber st.,Erwin,Steuben,8,5,42.14205,-77.10939,2050104,2022,POINT (-77.10939 42.14205)
13-WYNT-9.5,Wynants Kill,rte 143. opp. werger rd; behind schmidt ins.,Sand Lake,Rensselaer,4,13,42.64528,-73.59527,2020006,2001,POINT (-73.59527 42.64528)
17-MANH-1.6,Manhatten Brook,park dakota rd.,Greenburgh,Westchester,3,17,41.04569,-73.80313,2030102,2008,POINT (-73.80313 41.04569)
12-BATV-14.3,Batavia Kill,30 m below rt. 40 bridge.,Windham,Greene,4,12,42.28861,-74.21528,2020005,1989,POINT (-74.21528 42.28861)
14-BVDM-0.1,Beaverdam Creek,pa sr 1004 bridge at junction with 371. near cochecton. ny.,Damascus (PA),Sullivan,3,14,41.7046,-75.06704,2040101,2004,POINT (-75.06704 41.7046)
07-FLNT-21.5,Flint Creek,just below rt 4 bridge.,Potter,Yates,8,7,42.7557,-77.15066,4140201,2008,POINT (-77.15066 42.7557)
13-WALK-0.7,Wallkill River,sturgeon pool deep hole.,Rosendale,Ulster,3,13,41.847051,-74.043821,2020007,2018,POINT (-74.043821 41.847051)
11-KYET-0.5,Kennyetto Creek,100 m above rt. 30 bridge.,Mayfield,Fulton,5,11,43.05024,-74.217137,2020002,2021,POINT (-74.217137 43.05024)
13-WFLY-0.4,Wolf Fly Creek,cr 405.,Westerlo,Albany,4,13,42.43681,-74.03253,2020006,2007,POINT (-74.03253 42.43681)
10-SHDD-0.2,Shedden Brook,at letson rd.,Mooers,Clinton,5,10,44.954107,-73.56396,4150408,2018,POINT (-73.56396 44.954107)
13-BRCH_T3-0.2,Unnamed Tributary To Birch Creek,300 m upstream from birch creek.,Shandaken,Ulster,3,13,42.12397,-74.47325,2020006,2019,POINT (-74.47325 42.12397)
10-LGLN-0.5,Lower Glen Lake Brook,cr 39.,Queensbury,Warren,5,10,43.377,-73.61569,4150401,2018,POINT (-73.61569 43.377)
10-MDAU-4.0,Mud Brook,cr17.,Chesterfield,Essex,5,10,44.47979,-73.46387,4150404,2009,POINT (-73.46387 44.47979)
12-FLAT-0.1,Flat Creek,50 yds below rte 5s bridge.,Root,Montgomery,4,12,42.89194,-74.51417,2020004,2015,POINT (-74.51417 42.89194)
09-GRAS-44.4,Grass River,under power transmission lines. 1/2 mi. below stp.,Canton,St. Lawrence,6,9,44.61111,-75.18472,4150304,2009,POINT (-75.18472 44.61111)
13-PATS-1.3,Patroon Creek,just downstream of daylighting. before returning underground. between interstate and railway.,Albany,Albany,4,13,42.671736,-73.756991,2020006,2022,POINT (-73.756991 42.671736)
07-BNUT_T25-1.4,Unnamed Tributary To Butternut Creek,150 meters east off eager rd. when you come to coordinates 42.924 / -76.083.,La Fayette,Onondaga,7,7,42.924,-76.08199,4140202,2011,POINT (-76.08199 42.924)
11-XCR-25.6,Cedar River,below wakely dam near indian lake.,Lake Pleasant,Hamilton,5,11,43.72722,-74.47166,2020001,2006,POINT (-74.47166 43.72722)
08-ADKS_40-0.1,Unnamed Tributary To Otter Brook,hike 0.5 miles from n. lake rd.,Ohio,Herkimer,6,8,43.48611,-75.00249,4150101,2014,POINT (-75.00249 43.48611)
11-LTACO-0.0,Taconic Pond,"Access type is Private. need lake resident access, but very likely (contacts available).",Grafton,Rensselaer,4,11,42.7355,-73.412697,2020003,2016,POINT (-73.412697 42.7355)
13-LGUN-6.0,Little Shawangunk Kill,at mapes rd. bridge.,Mount Hope,Orange,3,13,41.45587,-74.493797,2020007,2018,POINT (-74.493797 41.45587)
13-MURS-3.5,Murderers Creek,500 meters downstream of sleepy hollow rd.; possible access through rv campground.,Coxsackie,Greene,4,13,42.31669,-73.814768,2020006,2012,POINT (-73.814768 42.31669)
07-NINE-7.8,Ninemile Creek,cr 36 bridge.,Camillus,Onondaga,7,7,43.04,-76.30799,4140201,2011,POINT (-76.30799 43.04)
13-CROS_T2-0.4,Unnamed Tributary To Cross River,upstream of bountonville rd.,Pound Ridge,Westchester,3,13,41.25583,-73.59879,2030101,2011,POINT (-73.59879 41.25583)
13-KAAT-8.4,Kaaterskill Creek,Kaaterskill Creek,Catskill,Greene,4,13,42.180528,-73.940247,2020006,2022,POINT (-73.940247 42.180528)
05-HELM-1.3,Helmer Creek,at co. rt 24 bridge.,Cameron,Steuben,8,5,42.19045,-77.34549,2050104,2002,POINT (-77.34549 42.19045)
11-ADKS11_165-0.1,Unnamed Tributary To Balm Of Gilead Brook,40 m uptream of bridge on barton mines rd.,Johnsburg,Warren,5,11,43.71979,-74.064,2020001,2011,POINT (-74.064 43.71979)
12-NMIL-0.5,Ninemile Creek,"200 m above river rd. bridge (2001)
















































































sampled at richie rd. in 2005.",Marcy,Oneida,6,12,43.18333,-75.33028,2020004,2021,POINT (-75.33028 43.18333)
12-STEU-0.1,Steuben Creek,5 m below boon hollow rd. bridge.,Trenton,Oneida,6,12,43.275,-75.18945,2020004,2000,POINT (-75.18945 43.275)
12-KECK-1.5,Kecks Center Creek,30 m below co. rte 116 bridge.,Johnstown,Fulton,5,12,42.9945,-74.4462,2020004,2000,POINT (-74.4462 42.9945)
11-DURT-0.2,Lake Durant Trib,off rte 28/30; 50 m above bridge at l. durant campgou.,Indian Lake,Hamilton,5,11,43.8375,-74.38499,2020001,2001,POINT (-74.38499 43.8375)
06-USSQ-154.7,Upper Susquehanna River,50 m above cr 11c bridge; 10 m above oak cr. confluence.,Middlefield,Otsego,4,6,42.66192,-74.95021,2050101,2018,POINT (-74.95021 42.66192)
13-MBCR_T2-0.6,Unnamed Tributary To Middle Branch Croton River,rte. 6. below centennial links golf course; 20 m up.,Carmel,Putnam,3,13,41.41444,-73.65777,2030101,2008,POINT (-73.65777 41.41444)
06-WHAR-9.5,Wharton Creek,south st.,Edmeston,Otsego,4,6,42.68898,-75.24145,2050101,2009,POINT (-75.24145 42.68898)
02-ELMC-0.4,Elm Creek,5 m above weeden rd. bridge.,Randolph,Cattaraugus,9,2,42.16116,-78.96428,5010002,2006,POINT (-78.96428 42.16116)
12-INDK-2.4,Indian Kill,100 m below footbridge at hickory lane.,Glenville,Schenectady,4,12,42.8775,-73.93416,2020004,2007,POINT (-73.93416 42.8775)
07-KDIG-10.4,Kendig Creek,at secor rd. bridge.,Varick,Seneca,8,7,42.78674,-76.85627,4140201,2018,POINT (-76.85627 42.78674)
08-OLMS-0.3,Olmstead Creek,10 m above west rd.,Leyden,Lewis,6,8,43.5462,-75.40149,4150101,2017,POINT (-75.40149 43.5462)
14-EDEL-55.3,East Branch Delaware River,50 m above rt. 38 bridge.,Middletown,Delaware,4,14,42.16111,-74.62083,2040102,2019,POINT (-74.62083 42.16111)
09-WHIK-0.8,White Creek,welch rd. bridge.,Gouverneur,St. Lawrence,6,9,44.40551,-75.41169,4150302,2019,POINT (-75.41169 44.40551)
14-CALL_E-13.8,East Branch Callicoon Creek,dewitts flats rd. bridge.,Callicoon,Sullivan,3,14,41.78908,-74.895092,2040101,2014,POINT (-74.895092 41.78908)
12-SCHE-0.8,Cowhorn Creek,off nott terrace in vale park by the wheeler family monument.,Schenectady,Schenectady,4,12,42.80975,-73.92896,2020004,2022,POINT (-73.92896 42.80975)
04-GENS_T3-0.3,Unnamed Tributary To Genesee River,van voorhis ave.,Irondequoit,Monroe,8,4,43.23227,-77.61151,4130003,2009,POINT (-77.61151 43.23227)
05-TRPS-7.0,Troups Creek,cook hollow rd crossing,Troupsburg,Steuben,8,5,42.003999,-77.507208,2050104,2022,POINT (-77.507208 42.003999)
11-MOSE-12.8,Moses Kill,300 m north off west valley rd.,Argyle,Washington,5,11,43.210106,-73.50752,2020003,2016,POINT (-73.50752 43.210106)
07-FURC_Tc-0.5,Unnamed Trib to Furnace Creek,"Off Taberg Florence road, 0.5 mile hike into state land.",Annsville,Oneida,6,7,43.352182,-75.669125,4140202,2021,POINT (-75.669125 43.352182)
11-NORH-1.2,North Creek,30 m above co. rte. 29.,Johnsburg,Warren,5,11,43.68667,-73.98943,2020001,2006,POINT (-73.98943 43.68667)
09-BRND-0.5,Brandy Brook,Downstream state highway 37 bridge and approximately 0.5 miles from mouth.,Waddington,St Lawrence,6,9,44.874496,-75.160378,4150310,2021,POINT (-75.160378 44.874496)
14-CALL_E-0.2,East Branch Callicoon Creek,viaduct rd. bridge; 20 m upstream.,Delaware,Sullivan,3,14,41.75845,-75.0293,2040101,2019,POINT (-75.0293 41.75845)
01-BLAS-0.1,Blasdell Creek,50 m upstream of lake erie; woodlawn beach state park.,Hamburg,Erie,9,1,42.79824,-78.85486,4120103,2020,POINT (-78.85486 42.79824)
07-SMON_T31-0.3,Unnamed Tributary To Big Salmon Creek,route 34 bridge.,Genoa,Cayuga,7,7,42.691364,-76.532908,4140201,2016,POINT (-76.532908 42.691364)
12-SCHO-80.3,Schoharie Creek,100 m below bridge st. bridge.,Hunter,Greene,4,12,42.21333,-74.22056,2020005,1995,POINT (-74.22056 42.21333)
04-UGNS-85.8,Genesee River; Upper,access at lee's landing trail east of swimming pool parking lot in letchworth sp.,Genesee Falls,Wyoming,9,4,42.59118,-78.010632,4130002,2014,POINT (-78.010632 42.59118)
12-MOHK-36.4,Mohawk River,off of sr 5s. below amsterdam. at adirondack power and light.,Florida,Montgomery,4,12,42.91847,-74.15169,2020004,2010,POINT (-74.15169 42.91847)
06-HAWL-1.9,Hawley Brook,just off boos law rd.,Smyrna,Chenango,7,6,42.655247,-75.6238,2050102,2018,POINT (-75.6238 42.655247)
01-LSIS-2.4,Little Sister Creek,rte 5.,Evans,Erie,9,1,42.66954,-79.02777,4120103,2020,POINT (-79.02777 42.66954)
09-INDN-33.7,Indian River,anstead bridge (elm ridge rd.).,Le Ray,Jefferson,6,9,44.11111,-75.78277,4150303,2019,POINT (-75.78277 44.11111)
10-BOQT-13.7,Boquet River,below mariam forge rd. bridge.,Westport,Essex,5,10,44.24111,-73.43,4150408,2004,POINT (-73.43 44.24111)
01-WTONA_T21-0.3,Unnamed Tributary To Tonawanda Creek,upstream from housekneeht rd.,Pembroke,Genesee,8,1,43.0295,-78.39379,4120104,2020,POINT (-78.39379 43.0295)
07-LIME-9.0,Limestone Creek,100 m above rt. 5 bridge.,Manlius,Onondaga,7,7,43.03028,-76.01334,4140202,1996,POINT (-76.01334 43.03028)
09-LIBS-1.8,Lisbon Creek,at lime rd. culvert.,Oswegatchie,St. Lawrence,6,9,44.63445,-75.37389,4150302,2014,POINT (-75.37389 44.63445)
12-BRIM-4.4,Brimstone Creek,100 m above rt. 10 bridge; .25 mi. above stp.,Sharon,Schoharie,4,12,42.79944,-74.61723,2020004,1995,POINT (-74.61723 42.79944)
06-CHER-1.7,Cherry Valley Creek,10 m below school bridge behind post office and childrens center.,Cherry Valley,Otsego,4,6,42.79805,-74.75916,2050101,2007,POINT (-74.75916 42.79805)
02-OIL-3.8,Oil Creek,off rte 446. walk thru field (mailbox 622).,Hinsdale,Cattaraugus,9,2,42.19722,-78.33444,5010001,2002,POINT (-78.33444 42.19722)
06-NVUS-0.9,Schenevus Creek,50 m below bridge on rd. off i-88 exit 17.,Milford,Otsego,4,6,42.48556,-74.96944,2050101,2018,POINT (-74.96944 42.48556)
04-VANM-8.2,Vandermark Creek,cr 10 just before dec.,Ward,Allegany,9,4,42.22302,-77.8727,4130002,2019,POINT (-77.8727 42.22302)
17-MOTT-0.1,Motts Creek,5 m below south country rd.,Brookhaven,Suffolk,1,17,40.76278,-72.93083,2030202,2003,POINT (-72.93083 40.76278)
03-BLCN-0.6,Black Creek,sr 261.,Parma,Monroe,8,3,43.273739,-77.7504,4130001,2015,POINT (-77.7504 43.273739)
04-ANGL-12.5,Angelica Creek,downstream of karr valley rd. salt storage at bridge.,West Almond,Allegany,9,4,42.300518,-77.882641,4130002,2019,POINT (-77.882641 42.300518)
13-MORD-2.8,Moordener Kill,40 m below brookview station rd. bridge.,Schodack,Rensselaer,4,13,42.5402,-73.7187,2020006,2022,POINT (-73.7187 42.5402)
03-LONT_T63-1.3,Lake Ontario Tributary 63,Above route 1A / Lake road crossing,Scriba,Oswego,7,3,43.486561,-76.449,4140102,2021,POINT (-76.449 43.486561)
16-GREE-2.5,Green Creek,10 m below rte 71 bridge.,Hillsdale,Columbia,4,16,42.26139,-73.47056,1100005,2022,POINT (-73.47056 42.26139)
10-LGLEN-0.0,Glen Lake,"Access type is Public. carry down, west shoreline.",Queensbury,Warren,5,10,43.363602,-73.673202,4150401,2016,POINT (-73.673202 43.363602)
08-TWIN-1.0,Twin Lakes Stream,withers road crossing,Ohio,Herkimer,6,8,43.4507,-75.014745,4150101,2022,POINT (-75.014745 43.4507)
08-ADKS_26-9.8,Fish Creek,steam mill rd.,Greig,Lewis,6,8,43.68778,-75.21555,4150101,2014,POINT (-75.21555 43.68778)
13-KRUM-2.5,Krum Kill,10 m below russell rd. bridge.,Bethlehem,Albany,4,13,42.66833,-73.8275,2020006,2017,POINT (-73.8275 42.66833)
12-CANE-30.6,East Canada Creek,"10 m above powley rd. bridge
















































































originally thought this site was on west branch east canada creek. but is below confluence.",Arietta,Hamilton,5,12,43.30972,-74.65417,2020004,2005,POINT (-74.65417 43.30972)
07-FSHO_E-11.6,East Branch Fish Creek,75 m downstream cr 67a bridge.,Annsville,Oneida,6,7,43.38805,-75.55695,4140202,2021,POINT (-75.55695 43.38805)
03-STRL-12.5,Sterling Creek,Down bike trail 0.4 miles  and across field 0.1 miles. Likely low gradient.,Sterling,Cayuga,7,3,43.258591,-76.631393,4140101,2020,POINT (-76.631393 43.258591)
07-SEOS-22.4,Seneca River,100 m below plainville rd. bridge.,Lysander,Onondaga,7,7,43.09861,-76.4236,4140201,2021,POINT (-76.4236 43.09861)
02-BLBA-0.4,Black Brook,conway rd.,French Creek,Chautauqua,9,2,42.05833,-79.73194,5010004,2021,POINT (-79.73194 42.05833)
04-BLAK-5.5,Black Creek,300 m below rt. 386 bridge (scottsville chili rd.).,Chili,Monroe,8,4,43.08984,-77.75697,4130003,1996,POINT (-77.75697 43.08984)
06-OWGO_E-15.9,East Branch Owego Creek,10 m below rt. 38 bridge.,Richford,Tioga,7,6,42.34111,-76.19722,2050103,1998,POINT (-76.19722 42.34111)
01-SWYR-2.1,Sawyer Creek,Off Niagara Falls Blvd,Wheatfield,Niagara,9,1,43.072166,-78.855304,4120104,2020,POINT (-78.855304 43.072166)
03-SNDY-11.7,Sandy Creek,100 m below kendall rd. (cr 237).,Kendall,Orleans,8,3,43.28722,-78.04166,4130001,2006,POINT (-78.04166 43.28722)
07-BLBT_T1-0.6,Unnamed Tributary To Black Brook,at east tyre rd. bridge.,Tyre,Seneca,8,7,42.9891,-76.7983,4140201,2016,POINT (-76.7983 42.9891)
05-SOUT-2.0,South Creek,20 m above co rt 26 bridge.,Southport,Chemung,8,5,42.04278,-76.82222,2050105,2022,POINT (-76.82222 42.04278)
04-TBRU-0.1,Trout Brook,10 m above rt 39 bridge on trout river before confluence with wiscoy creek.,Pike,Wyoming,8,4,42.571471,-78.17155,4130002,2019,POINT (-78.17155 42.571471)
13-KIND-3.5,Kinderhook Creek,200 m above bridge; below falls at town park.,Stuyvesant,Columbia,4,13,42.35861,-73.73222,2020006,2000,POINT (-73.73222 42.35861)
06-DOOT-0.3,Doolittle Creek,50 m below west creek rd. bridge.,Candor,Tioga,7,6,42.19528,-76.24666,2050103,2008,POINT (-76.24666 42.19528)
07-COWA-3.2,Cowaselon Creek,10 m below tackabury rd. bridge at ditch bank rd.,Lenox,Madison,7,7,43.10722,-75.79889,4140202,2011,POINT (-75.79889 43.10722)
14-TOWN-1.4,Town Brook,50 m below clove rd. bridge.,Stamford,Delaware,4,14,42.36194,-74.6625,2040101,2004,POINT (-74.6625 42.36194)
13-WTAGH-37.2,Taghkanic Creek,on W End rd between Craryville rd and Rockledge rd,Hillsdale,Columbia,4,13,42.187095,-73.574841,2020006,2022,POINT (-73.574841 42.187095)
07-DECK-1.9,Decker Brook,jugg rd. at fishing access bridge; 20 m upstream.,Moravia,Cayuga,7,7,42.73722,-76.40056,4140201,2001,POINT (-76.40056 42.73722)
01-BROC-0.1,Unnamed Tributary To Brocton Reservoir,burr rd.,Portland,Chautauqua,9,1,42.365518,-79.424251,4120101,2015,POINT (-79.424251 42.365518)
09-SCKE-14.4,Sucker Brook,cr 27 bridge. downstream.,Lisbon,St. Lawrence,6,9,44.74278,-75.33243,4150310,2010,POINT (-75.33243 44.74278)
07-SKAN-13.1,Skaneateles Creek,fennel st. bridge.,Skaneateles,Onondaga,7,7,42.96139,-76.43945,4140201,1992,POINT (-76.43945 42.96139)
12-MOHK-79.5,Mohawk River,green buoy 459. below lock 17.,Little Falls,Herkimer,6,12,43.03778,-74.84055,2020004,2020,POINT (-74.84055 43.03778)
05-TRPS_T6-1.5,Unnamed trib to troups creek lower,above rexfield troupsberg rd. crossing,Troupsburg,Steuben,8,5,42.036977,-77.572185,2050104,2022,POINT (-77.572185 42.036977)
08-ADKS_21-0.2,Unnamed Tributary To Beaver River,stillwater rd.,Webb,Herkimer,6,8,43.86083,-75.14,4150101,2014,POINT (-75.14 43.86083)
06-WILV-3.8,Willseyville Creek,30 m upstream of rte 96b bridge.,Candor,Tioga,7,6,42.28333,-76.37832,2050103,2003,POINT (-76.37832 42.28333)
13-BLKH-8.2,Black Creek,at riverside rd. bridge.,Lloyd,Ulster,3,13,41.744376,-73.985304,2020008,2017,POINT (-73.985304 41.744376)
13-NRTH-0.1,North Lake Outlet,300 m below stp discharge; 30 m above trail bridge.,Hunter,Greene,4,13,42.195,-74.05889,2020006,1990,POINT (-74.05889 42.195)
17-BLND-3.4,Blind Brook,150 m above gaging station; at theodore fremd st.,Rye,Westchester,3,17,40.983283,-73.68625,1100006,2018,POINT (-73.68625 40.983283)
07-REDC-3.8,Red Creek,maple ave; 10 m below.,Palmyra,Wayne,8,7,43.08786,-77.23839,4140201,2006,POINT (-77.23839 43.08786)
13-WAPP_E-0.1,East Branch Wappinger Creek,10 m below hibernia rd. bridge.,Clinton,Dutchess,3,13,41.81357,-73.759,2020008,2017,POINT (-73.759 41.81357)
07-MUDG-0.2,Mud Creek,100 m above railrd. bridge; 300 m below stp.,Victor,Ontario,8,7,42.97842,-77.3849,4140201,2008,POINT (-77.3849 42.97842)
13-LRGBK-0.0,Roaring Brook Lake,"Access type is Public beach, private lake. beach for town residents only; lake district access very likely (contacts available).",Putnam Valley,Putnam,3,13,41.438801,-73.807503,2030101,2016,POINT (-73.807503 41.438801)
02-PRKS-0.3,Parks Brook,Off Marks Corners Rd. On preserve land.,French Creek,Chautauqua,9,2,42.086194,-79.67464,5010004,2021,POINT (-79.67464 42.086194)
02-PICK-1.2,Pickett Brook,"smith rd. off rte 60
















































































20 m above bridge.",Charlotte,Chautauqua,9,2,42.32667,-79.2911,5010002,2006,POINT (-79.2911 42.32667)
01-CLAR-3.3,Clear Creek,200 m above versailles plank rd. bridge.,Collins,Erie,9,1,42.54071,-78.98024,4120102,1994,POINT (-78.98024 42.54071)
14-SNDS-0.1,Sands Creek,co. rte 17 bridge; 50 m upstream.,Hancock,Delaware,4,14,41.95611,-75.29694,2040101,2004,POINT (-75.29694 41.95611)
