State FIPS,County FIPS,County Name,Industry,Industry Title,Year,Reporting Units,Average Employment,Average Annual Wages,Total Wages,Average Weekly Wages
36,001,Albany,10,Public Administration,1994,146,52041,34945,1818594573,672.02
36,001,Albany,00,All Industries,1993,8348,219767,27633,6072848698,531.41
36,001,Albany,01,"Agriculture, Mining & Unclassified",1993,174,1007,19390,19527225,372.88
36,001,Albany,03,Construction,1993,722,5948,33177,197343473,638.01
36,001,Albany,04,Manufacturing,1993,291,13217,34041,449923484,654.63
36,001,Albany,05,Transportation & Public Utilities,1993,337,11874,34421,408721234,661.93
36,001,Albany,06,Wholesale Trade,1993,742,10943,32594,356675976,626.82
36,001,Albany,07,Retail Trade,1993,2006,29957,14312,428736595,275.22
36,001,Albany,08,"Finance,  Insurance & Real Estate",1993,861,19154,32326,619179522,621.65
36,001,Albany,09,Services,1993,3068,76222,24607,1875626467,473.22
36,001,Albany,10,Public Administration,1993,147,51443,33379,1717114722,641.90
36,001,Albany,00,All Industries,1992,8280,217813,27026,5886569538,519.73
36,001,Albany,01,"Agriculture, Mining & Unclassified",1992,156,947,19704,18659491,378.92
36,001,Albany,03,Construction,1992,746,6106,33234,202940096,639.12
36,001,Albany,04,Manufacturing,1992,290,14068,32697,459969658,628.78
36,001,Albany,05,Transportation & Public Utilities,1992,327,11620,34672,402877647,666.77
36,001,Albany,06,Wholesale Trade,1992,720,10838,32193,348907899,619.10
36,001,Albany,07,Retail Trade,1992,1998,30529,14039,428600135,269.99
36,001,Albany,08,"Finance,  Insurance & Real Estate",1992,841,18745,30317,568287727,583.02
36,001,Albany,09,Services,1992,3053,73433,24351,1788174789,468.29
36,001,Albany,10,Public Administration,1992,149,51527,32374,1668152096,622.58
36,001,Albany,00,All Industries,1991,8303,217563,25994,5655363327,499.89
36,001,Albany,01,"Agriculture, Mining & Unclassified",1991,168,980,20116,19718529,386.84
36,001,Albany,03,Construction,1991,811,6733,30948,208387621,595.16
36,001,Albany,04,Manufacturing,1991,310,14579,31587,460485871,607.44
36,001,Albany,05,Transportation & Public Utilities,1991,312,12636,31506,398104689,605.89
36,001,Albany,06,Wholesale Trade,1991,721,10934,31259,341772845,601.13
36,001,Albany,07,Retail Trade,1991,1979,31262,13568,424163577,260.92
36,001,Albany,08,"Finance,  Insurance & Real Estate",1991,843,18377,27797,510816826,534.56
36,001,Albany,09,Services,1991,3012,70028,23602,1652827415,453.89
36,001,Albany,10,Public Administration,1991,147,52035,31500,1639085954,605.76
36,001,Albany,00,All Industries,1990,8078,223436,25076,5602939146,482.24
36,001,Albany,01,"Agriculture, Mining & Unclassified",1990,157,955,19133,18271773,367.94
36,001,Albany,03,Construction,1990,838,7968,30230,240887806,581.35
36,001,Albany,04,Manufacturing,1990,305,15508,29761,461523795,572.33
36,001,Albany,05,Transportation & Public Utilities,1990,305,12717,30408,386710842,584.77
36,001,Albany,06,Wholesale Trade,1990,685,11240,29490,331453635,567.12
36,001,Albany,07,Retail Trade,1990,1923,32257,13087,422146588,251.68
36,001,Albany,08,"Finance,  Insurance & Real Estate",1990,786,17577,25575,449530820,491.83
36,001,Albany,09,Services,1990,2926,69424,22652,1572566519,435.61
36,001,Albany,10,Public Administration,1990,153,55791,30827,1719847368,592.82
36,001,Albany,00,All Industries,1989,7839,220195,24087,5303878396,463.22
36,001,Albany,01,"Agriculture, Mining & Unclassified",1989,161,1080,18119,19560572,348.44
36,001,Albany,03,Construction,1989,840,8202,28082,230323825,540.03
36,001,Albany,04,Manufacturing,1989,300,16266,30595,497642736,588.36
36,001,Albany,05,Transportation & Public Utilities,1989,302,12550,29324,367995359,563.91
36,001,Albany,06,Wholesale Trade,1989,669,11266,28617,322379521,550.32
36,001,Albany,07,Retail Trade,1989,1856,31518,12729,401182989,244.79
36,001,Albany,08,"Finance,  Insurance & Real Estate",1989,692,17553,24369,427740396,468.63
36,001,Albany,09,Services,1989,2866,67383,21197,1428325722,407.64
36,001,Albany,10,Public Administration,1989,153,54379,29584,1608727276,568.91
36,001,Albany,00,All Industries,1988,7754,215807,22949,4952582152,441.33
36,001,Albany,01,"Agriculture, Mining & Unclassified",1988,186,1013,17247,17475990,331.68
36,001,Albany,03,Construction,1988,817,8025,26743,214613181,514.30
36,001,Albany,04,Manufacturing,1988,319,17081,28744,490984075,552.78
36,001,Albany,05,Transportation & Public Utilities,1988,298,12314,28898,355840062,555.72
36,001,Albany,06,Wholesale Trade,1988,656,11198,27501,307937030,528.86
36,001,Albany,07,Retail Trade,1988,1865,31538,12138,382813856,233.43
36,001,Albany,08,"Finance,  Insurance & Real Estate",1988,680,17232,23985,413317248,461.25
36,001,Albany,09,Services,1988,2779,63584,20290,1290142235,390.20
36,001,Albany,10,Public Administration,1988,154,53822,27488,1479458475,528.61
36,001,Albany,00,All Industries,1987,7476,207767,21659,4500084893,416.53
36,001,Albany,01,"Agriculture, Mining & Unclassified",1987,148,974,16954,16515830,326.03
36,001,Albany,03,Construction,1987,774,7459,24966,186211331,480.11
36,001,Albany,04,Manufacturing,1987,294,17404,26793,466305255,515.25
36,001,Albany,05,Transportation & Public Utilities,1987,282,11743,28510,334788403,548.27
36,001,Albany,06,Wholesale Trade,1987,636,10654,25406,270678928,488.58
36,001,Albany,07,Retail Trade,1987,1832,30661,11331,347428679,217.91
36,001,Albany,08,"Finance,  Insurance & Real Estate",1987,658,15629,22977,359113456,441.87
36,001,Albany,09,Services,1987,2705,61473,18942,1164440593,364.28
36,001,Albany,10,Public Administration,1987,147,51770,26166,1354602418,503.18
36,001,Albany,00,All Industries,1986,7287,201308,20454,4117613156,393.35
36,001,Albany,01,"Agriculture, Mining & Unclassified",1986,120,825,16247,13402489,312.44
36,001,Albany,03,Construction,1986,707,7090,23175,164311242,445.67
36,001,Albany,04,Manufacturing,1986,284,17299,26285,454703608,505.48
36,001,Albany,05,Transportation & Public Utilities,1986,276,11379,27709,315294806,532.87
36,001,Albany,06,Wholesale Trade,1986,634,10206,24466,249696258,470.50
36,001,Albany,07,Retail Trade,1986,1852,30524,10447,318892133,200.91
36,001,Albany,08,"Finance,  Insurance & Real Estate",1986,635,14821,21521,318947908,413.86
36,001,Albany,09,Services,1986,2633,58747,17702,1039949269,340.43
36,001,Albany,10,Public Administration,1986,146,50418,24642,1242415443,473.89
36,001,Albany,00,All Industries,1985,7116,194920,19374,3776284434,372.57
36,001,Albany,01,"Agriculture, Mining & Unclassified",1985,117,816,14841,12106882,285.41
36,001,Albany,03,Construction,1985,656,6766,22885,154841415,440.09
36,001,Albany,04,Manufacturing,1985,278,17894,25277,452317734,486.10
36,001,Albany,05,Transportation & Public Utilities,1985,260,11523,26697,307635009,513.41
36,001,Albany,06,Wholesale Trade,1985,617,9821,23379,229604741,449.59
36,001,Albany,07,Retail Trade,1985,1850,29047,10006,290645072,192.43
36,001,Albany,08,"Finance,  Insurance & Real Estate",1985,617,13694,19330,264715584,371.74
36,001,Albany,09,Services,1985,2575,56971,16734,953352352,321.81
36,001,Albany,10,Public Administration,1985,146,48388,22962,1111065645,441.57
36,001,Albany,00,All Industries,1984,6903,189423,18387,3482999668,353.60
36,001,Albany,01,"Agriculture, Mining & Unclassified",1984,117,799,15008,11988670,288.61
36,001,Albany,03,Construction,1984,614,6454,22499,145202489,432.67
36,001,Albany,04,Manufacturing,1984,271,18646,23799,443754849,457.67
36,001,Albany,05,Transportation & Public Utilities,1984,259,11453,25838,295915980,496.88
36,001,Albany,06,Wholesale Trade,1984,624,9693,22281,215975705,428.49
36,001,Albany,07,Retail Trade,1984,1783,28137,9361,263391207,180.02
36,001,Albany,08,"Finance,  Insurance & Real Estate",1984,613,12729,17913,228017921,344.48
36,001,Albany,09,Services,1984,2475,54026,15798,853481260,303.80
36,001,Albany,10,Public Administration,1984,147,47486,21591,1025271587,415.21
36,001,Albany,00,All Industries,1983,6599,180834,17351,3137626029,333.67
36,001,Albany,01,"Agriculture, Mining & Unclassified",1983,112,777,12813,9950121,246.40
36,001,Albany,03,Construction,1983,578,5302,21364,113273226,410.84
36,001,Albany,04,Manufacturing,1983,265,17666,22331,394506896,429.44
36,001,Albany,05,Transportation & Public Utilities,1983,242,11091,25206,279563511,484.72
36,001,Albany,06,Wholesale Trade,1983,612,9545,21402,204276890,411.58
36,001,Albany,07,Retail Trade,1983,1677,25629,9113,233554976,175.25
36,001,Albany,08,"Finance,  Insurance & Real Estate",1983,572,11821,17196,203264682,330.69
36,001,Albany,09,Services,1983,2391,51601,14793,763332755,284.48
36,001,Albany,10,Public Administration,1983,150,47402,19744,935902972,379.69
36,001,Albany,00,All Industries,1982,6408,178971,16336,2923624802,314.15
36,001,Albany,01,"Agriculture, Mining & Unclassified",1982,118,715,12657,9044273,243.40
36,001,Albany,03,Construction,1982,578,5047,20331,102610472,390.99
36,001,Albany,04,Manufacturing,1982,267,17896,20914,374291083,402.20
36,001,Albany,05,Transportation & Public Utilities,1982,232,11122,24008,267009578,461.70
36,001,Albany,06,Wholesale Trade,1982,582,9759,20261,197735796,389.64
36,001,Albany,07,Retail Trade,1982,1659,24355,8653,210752449,166.41
36,001,Albany,08,"Finance,  Insurance & Real Estate",1982,558,11366,15846,180102448,304.73
36,001,Albany,09,Services,1982,2263,49697,13986,695078193,268.97
36,001,Albany,10,Public Administration,1982,151,49014,18097,887000510,348.02
36,001,Albany,00,All Industries,1981,6383,176606,15129,2671797158,290.93
36,001,Albany,01,"Agriculture, Mining & Unclassified",1981,96,834,11645,9707194,223.94
36,001,Albany,03,Construction,1981,575,5261,19292,101496960,370.99
36,001,Albany,04,Manufacturing,1981,253,18867,20162,380400326,387.73
36,001,Albany,05,Transportation & Public Utilities,1981,239,10877,22547,245244340,433.60
36,001,Albany,06,Wholesale Trade,1981,583,9521,19278,183553151,370.74
36,001,Albany,07,Retail Trade,1981,1686,24379,8309,202576398,159.79
36,001,Albany,08,"Finance,  Insurance & Real Estate",1981,565,10919,14801,161617422,284.64
36,001,Albany,09,Services,1981,2236,48613,12852,624765614,247.15
36,001,Albany,10,Public Administration,1981,150,47335,16107,762435753,309.76
36,001,Albany,00,All Industries,1980,6459,176958,13960,2470391997,268.47
36,001,Albany,01,"Agriculture, Mining & Unclassified",1980,113,802,11463,9192272,220.44
36,001,Albany,03,Construction,1980,602,5505,18277,100613115,351.47
36,001,Albany,04,Manufacturing,1980,261,19235,18290,351807108,351.74
36,001,Albany,05,Transportation & Public Utilities,1980,237,11154,20058,223730270,385.73
36,001,Albany,06,Wholesale Trade,1980,587,9979,17325,172880691,333.17
36,001,Albany,07,Retail Trade,1980,1736,24826,7868,195327582,151.30
36,001,Albany,08,"Finance,  Insurance & Real Estate",1980,582,11597,13503,156586170,259.67
36,001,Albany,09,Services,1980,2188,48074,11998,576793156,230.73
36,001,Albany,10,Public Administration,1980,153,45787,14927,683461633,287.06
36,001,Albany,00,All Industries,1979,6319,175854,12884,2265660653,247.77
36,001,Albany,01,"Agriculture, Mining & Unclassified",1979,114,839,10342,8674876,198.88
36,001,Albany,03,Construction,1979,598,5576,16636,92769138,319.92
36,001,Albany,04,Manufacturing,1979,251,19801,16779,332240804,322.67
36,001,Albany,05,Transportation & Public Utilities,1979,237,11228,19427,218124910,373.60
36,001,Albany,06,Wholesale Trade,1979,582,10203,16166,164946457,310.89
36,001,Albany,07,Retail Trade,1979,1708,25625,7393,189444369,142.17
36,001,Albany,08,"Finance,  Insurance & Real Estate",1979,563,11117,12531,139308488,240.99
36,001,Albany,09,Services,1979,2116,45062,11144,502173330,214.31
36,001,Albany,10,Public Administration,1979,150,46402,13318,617978281,256.11
36,001,Albany,00,All Industries,1978,6220,170149,12001,2041966931,230.79
36,001,Albany,01,"Agriculture, Mining & Unclassified",1978,86,779,9261,7217468,178.10
36,001,Albany,03,Construction,1978,615,5532,15912,88027603,305.99
36,001,Albany,04,Manufacturing,1978,253,19596,15583,305358069,299.67
36,001,Albany,05,Transportation & Public Utilities,1978,235,11001,18040,198458823,346.93
36,001,Albany,06,Wholesale Trade,1978,585,9940,14843,147533679,285.43
36,001,Albany,07,Retail Trade,1978,1697,24044,7034,169128126,135.27
36,001,Albany,08,"Finance,  Insurance & Real Estate",1978,553,10762,11716,126084816,225.31
36,001,Albany,09,Services,1978,2077,43619,10192,444587176,196.01
36,001,Albany,10,Public Administration,1978,119,44875,12380,555571171,238.08
36,001,Albany,00,All Industries,1977,6113,146686,11577,1698259803,222.64
36,001,Albany,01,"Agriculture, Mining & Unclassified",1977,75,477,9481,4519373,182.33
36,001,Albany,03,Construction,1977,605,5451,15416,84029179,296.46
36,001,Albany,04,Manufacturing,1977,255,18444,14774,272491487,284.11
36,001,Albany,05,Transportation & Public Utilities,1977,224,10795,16340,176382237,314.22
36,001,Albany,06,Wholesale Trade,1977,574,9474,13852,131236746,266.39
36,001,Albany,07,Retail Trade,1977,1712,22764,6708,152697148,128.99
36,001,Albany,08,"Finance,  Insurance & Real Estate",1977,558,10334,11025,113939195,212.02
36,001,Albany,09,Services,1977,2029,36172,9324,337263172,179.31
36,001,Albany,10,Public Administration,1977,81,32775,12988,425701266,249.78
36,001,Albany,00,All Industries,1976,6071,142101,11092,1576147494,213.30
36,001,Albany,01,"Agriculture, Mining & Unclassified",1976,87,446,9596,4282346,184.54
36,001,Albany,03,Construction,1976,622,6036,15113,91215324,290.64
36,001,Albany,04,Manufacturing,1976,258,18657,13507,252000541,259.75
36,001,Albany,05,Transportation & Public Utilities,1976,226,10656,15308,163117248,294.39
36,001,Albany,06,Wholesale Trade,1976,565,9224,12909,119070027,248.26
36,001,Albany,07,Retail Trade,1976,1685,22113,6505,143840426,125.09
36,001,Albany,08,"Finance,  Insurance & Real Estate",1976,552,9796,10496,102814847,201.84
36,001,Albany,09,Services,1976,2004,34376,9078,312067341,174.58
36,001,Albany,10,Public Administration,1976,72,30798,12590,387739394,242.11
36,001,Albany,00,All Industries,1975,5989,141877,10574,1500214085,203.35
36,001,Albany,01,"Agriculture, Mining & Unclassified",1975,63,441,9574,4223641,184.11
36,001,Albany,03,Construction,1975,647,6646,14861,98771633,285.79
36,001,Albany,04,Manufacturing,1975,253,18667,12377,231043653,238.02
36,001,Albany,05,Transportation & Public Utilities,1975,225,10843,13788,149504341,265.15
36,001,Albany,06,Wholesale Trade,1975,566,8909,12396,110438362,238.38
36,001,Albany,07,Retail Trade,1975,1663,21790,6296,137197834,121.09
36,001,Albany,08,"Finance,  Insurance & Real Estate",1975,545,9222,9724,89672232,186.99
36,001,Albany,09,Services,1975,1954,32912,8607,283284795,165.52
36,001,Albany,10,Public Administration,1975,73,32446,12207,396077594,234.76
36,003,Allegany,00,All Industries,2000,929,13800,26248,362216921,504.78
36,003,Allegany,01,"Agriculture, Mining & Unclassified",2000,29,273,29289,7988512,563.25
36,003,Allegany,03,Construction,2000,75,395,29551,11662604,568.28
36,003,Allegany,04,Manufacturing,2000,61,2802,36790,103092712,707.51
36,003,Allegany,05,Transportation & Public Utilities,2000,48,422,36445,15382994,700.87
36,003,Allegany,06,Wholesale Trade,2000,37,204,22928,4675362,440.92
36,003,Allegany,07,Retail Trade,2000,231,2351,12050,28326441,231.72
36,003,Allegany,08,"Finance,  Insurance & Real Estate",2000,69,291,21594,6274871,415.27
36,003,Allegany,09,Services,2000,326,5861,26106,153010687,502.04
36,003,Allegany,10,Public Administration,2000,53,1202,26469,31802738,509.02
36,003,Allegany,00,All Industries,1999,936,13769,25251,347685409,485.60
36,003,Allegany,01,"Agriculture, Mining & Unclassified",1999,30,216,23355,5054305,449.13
36,003,Allegany,03,Construction,1999,71,389,28462,11083451,547.34
36,003,Allegany,04,Manufacturing,1999,63,2831,35295,99921793,678.74
36,003,Allegany,05,Transportation & Public Utilities,1999,49,431,35437,15273330,681.48
36,003,Allegany,06,Wholesale Trade,1999,42,269,21656,5827173,416.45
36,003,Allegany,07,Retail Trade,1999,245,2434,11758,28619261,226.12
36,003,Allegany,08,"Finance,  Insurance & Real Estate",1999,67,297,21203,6302475,407.74
36,003,Allegany,09,Services,1999,316,5784,25360,146672333,487.69
36,003,Allegany,10,Public Administration,1999,53,1117,25897,28931288,498.02
36,003,Allegany,00,All Industries,1998,933,13653,25167,343590062,483.97
36,003,Allegany,01,"Agriculture, Mining & Unclassified",1998,31,182,30410,5532133,584.81
36,003,Allegany,03,Construction,1998,73,393,28329,11128441,544.78
