Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
1,36,New York State,29-2043,Paramedics,5880,66845,65571,52408,74065
1,36,New York State,29-2051,Dietetic Technicians,1310,49154,48675,39581,53941
1,36,New York State,29-2052,Pharmacy Technicians,23320,45085,43268,35936,49659
1,36,New York State,29-2053,Psychiatric Technicians,2380,55697,53887,42508,62291
1,36,New York State,29-2055,Surgical Technologists,5190,75355,76421,54118,85975
1,36,New York State,29-2056,Veterinary Technologists and Technicians,5220,57217,53912,44372,63639
1,36,New York State,29-2057,Ophthalmic Medical Technicians,3840,52281,52340,40258,58291
1,36,New York State,29-2061,Licensed Practical and Licensed Vocational Nurses,38760,64922,64245,51494,71635
1,36,New York State,29-2072,Medical Records Specialists,7860,62332,60831,42881,72057
1,36,New York State,29-2081,"Opticians, Dispensing",3830,61486,63134,46542,68958
1,36,New York State,29-2091,Orthotists and Prosthetists,640,92373,84478,62275,107423
1,36,New York State,29-2092,Hearing Aid Specialists,380,97103,60848,45604,122852
1,36,New York State,29-2099,"Health Technologists and Technicians, All Other",7930,63597,55131,42717,74037
1,36,New York State,29-9021,Health Information Technologists and Medical Registrars,1440,76943,62582,45488,92670
1,36,New York State,29-9091,Athletic Trainers,960,73572,64181,50771,84973
1,36,New York State,29-9092,Genetic Counselors,330,95858,99138,67647,109963
1,36,New York State,29-9093,Surgical Assistants,600,69967,60986,50466,79718
1,36,New York State,29-9099,"Healthcare Practitioners and Technical Workers, All Other",1590,68965,64285,38061,84417
1,36,New York State,31-0000,Healthcare Support Occupations,757820,41895,38638,35077,45304
1,36,New York State,31-1120,Home Health & Personal Care Aides,566160,39463,37570,34705,41842
1,36,New York State,31-1131,Nursing Assistants,84550,47442,47301,38506,51909
1,36,New York State,31-1132,Orderlies,4520,45638,46882,37074,49920
1,36,New York State,31-1133,Psychiatric Aides,4550,51809,52230,42620,56405
1,36,New York State,31-2011,Occupational Therapy Assistants,2140,71107,66901,50314,81504
1,36,New York State,31-2012,Occupational Therapy Aides,,51281,47591,35843,59000
1,36,New York State,31-2021,Physical Therapist Assistants,4190,61339,63839,40433,71791
1,36,New York State,31-2022,Physical Therapist Aides,2860,39279,36646,34027,41904
1,36,New York State,31-9011,Massage Therapists,4830,73113,51759,38084,90627
1,36,New York State,31-9091,Dental Assistants,17840,49781,46995,39147,55098
1,36,New York State,31-9092,Medical Assistants,39860,48811,46837,38682,53875
1,36,New York State,31-9093,Medical Equipment Preparers,4740,52869,51410,40318,59144
1,36,New York State,31-9094,Medical Transcriptionists,5180,41863,40913,34370,45610
1,36,New York State,31-9095,Pharmacy Aides,2620,40462,36449,34597,43395
1,36,New York State,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,5130,43181,40596,35776,46884
1,36,New York State,31-9097,Phlebotomists,6090,51648,50003,41017,56964
1,36,New York State,31-9099,"Healthcare Support Workers, All Other",2400,52969,50156,38917,59995
1,36,New York State,33-0000,Protective Service Occupations,270040,64754,53018,36840,78711
1,36,New York State,33-1011,First-Line Supervisors of Correctional Officers,3130,107385,99013,79946,121105
1,36,New York State,33-1012,First-Line Supervisors of Police and Detectives,8270,138354,126545,94043,160509
1,36,New York State,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,2670,123404,131415,86743,141735
1,36,New York State,33-1091,First-Line Supervisors of Security Workers,6010,69980,64719,46762,81589
1,36,New York State,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",1700,84448,80222,57986,97679
1,36,New York State,33-2011,Firefighters,10190,83443,84824,63658,93335
1,36,New York State,33-2021,Fire Inspectors and Investigators,1050,79821,72423,57366,91048
1,36,New York State,33-3011,Bailiffs,3510,76359,80942,56834,86121
1,36,New York State,33-3012,Correctional Officers and Jailers,26080,76877,73492,59923,85356
1,36,New York State,33-3021,Detectives and Criminal Investigators,9030,121994,115073,76002,144989
1,36,New York State,33-3031,Fish and Game Wardens,390,78403,77787,64905,85153
1,36,New York State,33-3041,Parking Enforcement Workers,460,54644,50548,38145,62894
1,36,New York State,33-3051,Police and Sheriff's Patrol Officers,37910,92156,88089,58806,108831
1,36,New York State,33-3052,Transit and Railroad Police,500,74264,64145,64104,79345
1,36,New York State,33-9011,Animal Control Workers,1030,77344,59578,40462,95785
1,36,New York State,33-9021,Private Detectives and Investigators,1510,73759,61505,42211,89534
1,36,New York State,33-9031,Gaming Surveillance Officers and Gaming Investigators,,47604,46825,38792,52010
1,36,New York State,33-9032,Security Guards,121920,45615,41001,35398,50724
1,36,New York State,33-9091,Crossing Guards,6710,46969,45434,33398,53754
1,36,New York State,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",6480,37893,36527,31769,40955
1,36,New York State,33-9093,Transportation Security Screeners,3240,52403,52980,44910,56150
1,36,New York State,33-9094,School Bus Monitors,16480,38254,38295,33065,40850
1,36,New York State,33-9099,"Protective Service Workers, All Other",1570,59997,57195,40252,69870
1,36,New York State,35-0000,Food Preparation and Serving Related Occupations,715950,44082,36753,32418,49915
1,36,New York State,35-1011,Chefs and Head Cooks,13670,70521,64681,40234,85665
1,36,New York State,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,56710,52396,47287,36599,60295
1,36,New York State,35-2011,"Cooks, Fast Food",20800,35491,34305,31200,37716
1,36,New York State,35-2012,"Cooks, Institution and Cafeteria",15870,45303,42167,35317,50296
1,36,New York State,35-2014,"Cooks, Restaurant",67870,43246,40312,34184,47777
1,36,New York State,35-2015,"Cooks, Short Order",9630,39901,37814,34083,42810
1,36,New York State,35-2019,"Cooks, All Other",1070,45251,40922,37037,49359
1,36,New York State,35-2021,Food Preparation Workers,51920,39481,37660,32735,42853
1,36,New York State,35-3011,Bartenders,35100,57869,47401,33136,70236
1,36,New York State,35-3023,Fast Food and Counter Workers,199530,36009,35373,32029,38000
1,36,New York State,35-3031,Waiters and Waitresses,130190,52615,42821,32177,62835
1,36,New York State,35-3041,"Food Servers, Nonrestaurant",18270,41635,38046,32137,46384
1,36,New York State,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,42000,45096,36858,31660,51813
1,36,New York State,35-9021,Dishwashers,33030,36690,35249,31361,39355
1,36,New York State,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",19600,40152,37023,31866,44295
1,36,New York State,35-9099,"Food Preparation and Serving Related Workers, All Other",,44917,37273,33695,50529
1,36,New York State,37-0000,Building and Grounds Cleaning and Maintenance Occupations,300750,46681,41370,34177,52933
1,36,New York State,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,10260,60172,57792,41274,69622
1,36,New York State,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",6190,70349,61367,48768,81140
1,36,New York State,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",186630,44754,39903,33874,50194
1,36,New York State,37-2012,Maids and Housekeeping Cleaners,41070,48043,40968,33750,55189
1,36,New York State,37-2021,Pest Control Workers,3730,52747,48730,40240,59001
1,36,New York State,37-3011,Landscaping and Groundskeeping Workers,49160,45622,40705,34445,51210
1,36,New York State,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",260,50273,49354,36814,57002
1,36,New York State,37-3013,Tree Trimmers and Pruners,2980,62010,60050,45289,70370
1,36,New York State,37-3019,"Grounds Maintenance Workers, All Other",480,49893,37461,34764,57458
1,36,New York State,39-0000,Personal Care and Service Occupations,189310,46406,37371,32778,53219
1,36,New York State,39-1013,First-line Supervisors of Gambling Services Workers,540,74881,71216,62753,80944
1,36,New York State,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",1900,57737,51199,38786,67213
1,36,New York State,39-1022,First-Line Supervisors of Personal Service Workers,7680,62769,58241,42270,73019
1,36,New York State,39-2011,Animal Trainers,1350,56006,48019,36634,65692
1,36,New York State,39-2021,Nonfarm Animal Caretakers,12240,39367,36431,32287,42907
1,36,New York State,39-3011,Gaming Dealers,1660,57808,62149,33274,70074
1,36,New York State,39-3012,Gaming and Sports Book Writers and Runners,,47539,42889,35005,53805
1,36,New York State,39-3019,"Gaming Service Workers, All Other",,47436,41474,36182,53062
1,36,New York State,39-3021,Motion Picture Projectionists,320,58533,54877,40305,67647
1,36,New York State,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",8370,38305,36436,32444,41235
1,36,New York State,39-3091,Amusement and Recreation Attendants,12430,37983,35642,31501,41225
1,36,New York State,39-3092,Costume Attendants,910,72493,63082,42960,87260
1,36,New York State,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",990,44094,39640,34250,49015
1,36,New York State,39-3099,"Entertainment Attendants and Related Workers, All Other",,44714,37848,32664,50738
1,36,New York State,39-4011,Embalmers,,72606,68609,51521,83148
1,36,New York State,39-4012,Crematory Operators,,52571,51668,47628,55042
1,36,New York State,39-4021,Funeral Attendants,1380,42933,40327,34974,46913
1,36,New York State,39-4031,"Morticians, Undertakers, and Funeral Directors",1040,75220,67279,45555,90051
1,36,New York State,39-5011,Barbers,1370,51234,50938,32919,60392
1,36,New York State,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",21000,43120,33947,32104,48627
1,36,New York State,39-5091,"Makeup Artists, Theatrical and Performance",330,115423,100764,80158,133056
1,36,New York State,39-5092,Manicurists and Pedicurists,18830,36363,34686,32495,38296
1,36,New York State,39-5093,Shampooers,770,34781,33601,31557,36395
1,36,New York State,39-5094,Skincare Specialists,4220,67807,45015,32572,85425
1,36,New York State,39-6011,Baggage Porters and Bellhops,3300,49089,46705,36067,55600
1,36,New York State,39-6012,Concierges,6450,52266,52763,37270,59765
1,36,New York State,39-7010,Tour and Travel Guides,2580,49492,39497,32524,57977
1,36,New York State,39-9011,Childcare Workers,36860,39142,37093,32914,42257
1,36,New York State,39-9031,Fitness Trainers and Aerobics Instructors,18720,67386,50386,33826,84165
1,36,New York State,39-9032,Recreation Workers,16850,44672,39813,32993,50511
1,36,New York State,39-9041,Residential Advisors,5630,46586,45408,35695,52033
1,36,New York State,39-9099,"Personal Care and Service Workers, All Other",1050,51459,36901,34194,60091
1,36,New York State,41-0000,Sales and Related Occupations,792330,75330,45373,34004,95994
1,36,New York State,41-1011,First-Line Supervisors of Retail Sales Workers,51160,61943,55269,39241,73293
1,36,New York State,41-1012,First-Line Supervisors of Non-Retail Sales Workers,15170,130386,115846,76047,157556
1,36,New York State,41-2011,Cashiers,177810,37371,35627,31717,40199
1,36,New York State,41-2012,Gaming Change Persons and Booth Cashiers,900,57112,46959,35016,68160
1,36,New York State,41-2021,Counter and Rental Clerks,23000,48544,42994,36782,54426
1,36,New York State,41-2022,Parts Salespersons,7090,48628,45519,34893,55496
1,36,New York State,41-2031,Retail Salespersons,228150,43752,37246,32998,49129
1,36,New York State,41-3011,Advertising Sales Agents,22550,111673,96394,59251,137884
1,36,New York State,41-3021,Insurance Sales Agents,19460,112610,81895,51967,142931
1,36,New York State,41-3031,"Securities, Commodities, and Financial Services Sales Agents",62110,204106,169129,75638,268340
1,36,New York State,41-3041,Travel Agents,3320,56994,52323,41379,64803
1,36,New York State,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",81930,110133,94678,52768,138815
1,36,New York State,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",,133467,131776,75111,162645
1,36,New York State,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",68860,93434,76969,47153,116573
1,36,New York State,41-9011,Demonstrators and Product Promoters,,50166,48651,37280,56610
1,36,New York State,41-9012,Models,370,94759,64709,43261,120508
1,36,New York State,41-9021,Real Estate Brokers,1280,158201,85413,53358,210622
1,36,New York State,41-9022,Real Estate Sales Agents,6030,115843,107486,57108,145210
1,36,New York State,41-9031,Sales Engineers,3310,153002,138539,87700,185652
1,36,New York State,41-9041,Telemarketers,2260,42474,37979,32450,47487
1,36,New York State,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",260,40011,35897,31200,44598
1,36,New York State,41-9099,"Sales and Related Workers, All Other",1900,55834,40376,34935,66284
1,36,New York State,43-0000,Office and Administrative Support Occupations,1160100,57064,50996,37730,66731
1,36,New York State,43-1011,First-Line Supervisors of Office and Administrative Support Workers,82370,81887,77807,54166,95747
1,36,New York State,43-2011,"Switchboard Operators, Including Answering Service",3570,44721,41854,32791,50686
1,36,New York State,43-2021,Telephone Operators,440,56164,51573,42680,62905
1,36,New York State,43-3011,Bill and Account Collectors,9160,52459,50155,38630,59373
1,36,New York State,43-3021,Billing and Posting Clerks,30750,54207,50822,40773,60925
