County,County MAPSYM,MAPSYM,MUKEY,Default Mineral Soil Group,Multiple MSG Flag,Flag - MSG Values,Flag - Fields,Capability Class (FM5 CAP),Soil Temp. Regime,Soil Modifier,Soil Slope,Soil Name,Drainage,Modifier,Texture,Flooding,Lime,Rotation,Corn Yield (ton/acre),Hay Yield (ton/acre),Change,TDN (ton/acre),Index (TDN)
Allegany,NY003_8A,8A,1859971,2,Yes,235667,"Flooding,Drainage",2W,Mesic,,"""00-03""",MIDDLEBURY,Moderately Well-Drained,,Silty Loam,Rarely,Requires lime additions within every rotation,6,17.71,3.35,,2.8,61.57
Allegany,NY003_9A,9A,1859973,2,Yes,246,Flooding,2W,Mesic,,"""00-03""",PAWLING,Moderately Well-Drained,,Silty Loam,Rarely,Requires lime additions within every rotation,6,19.25,3.35,,2.98,65.64
Allegany,NY003_11B,11B,299726,5,,,,2E,Frigid,,"""03-08""",ISCHUA,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,5,12.75,2.64,,1.94,42.62
Allegany,NY003_11C,11C,299727,7,,,,3E,Frigid,,"""08-15""",ISCHUA,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,1,11.25,1.92,,1.09,23.99
Allegany,NY003_11D,11D,299728,8,,,,4E,Frigid,,"""15-25""",ISCHUA,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,0,0,1.2,,0.6,13.22
Allegany,NY003_11E,11E,299729,8,,,,6E,Frigid,,"""25-35""",ISCHUA,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,0,0,0.96,,0.48,10.57
Allegany,NY003_11F,11F,299730,8,,,,6E,Frigid,,"""35-50""",ISCHUA,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,,0,0,,0,0
Allegany,NY003_12C,12C,299759,5,,,,3E,Frigid,,"""08-15""",FRANKLINVILLE,Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,12.75,2.64,,1.69,37.2
Allegany,NY003_12D,12D,299760,6,,,,4E,Frigid,,"""15-25""",FRANKLINVILLE,Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,1,9.75,2.275,,1.22,26.84
Allegany,NY003_12E,12E,299761,8,,,,6E,Frigid,,"""25-35""",FRANKLINVILLE,Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Allegany,NY003_12F,12F,299762,8,,,,7E,Frigid,,"""35-50""",FRANKLINVILLE,Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Allegany,NY003_14A,14A,299777,7,,,,3W,Frigid,,"""00-03""",HORNELLSVILLE,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Allegany,NY003_14B,14B,299778,7,,,,3W,Frigid,,"""03-08""",HORNELLSVILLE,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Allegany,NY003_14C,14C,299779,8,,,,3E,Frigid,,"""08-15""",HORNELLSVILLE,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,1,9,0.96,,0.48,10.57
Allegany,NY003_14D,14D,299780,8,,,,6E,Frigid,,"""15-25""",HORNELLSVILLE,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Allegany,NY003_14E,14E,299781,8,,,,6E,Frigid,,"""25-35""",HORNELLSVILLE,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Allegany,NY003_15A,15A,318196,5,,,,2W,Frigid,,"""00-03""",WILLDIN,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,5,12.75,2.31,,1.85,40.8
Allegany,NY003_15B,15B,299785,5,,,,2W,Frigid,,"""03-08""",WILLDIN,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,5,12.75,2.31,,1.85,40.8
Allegany,NY003_15C,15C,299786,7,,,,3E,Frigid,,"""08-15""",WILLDIN,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,11.25,1.6,,1.24,27.2
Allegany,NY003_15D,15D,299787,8,,,,4E,Frigid,,"""15-25""",WILLDIN,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,1,9.75,0.96,,0.48,10.57
Allegany,NY003_16A,16A,299790,6,,,,3W,Frigid,,"""00-03""",ALMOND,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,11.25,1.625,,1.39,30.56
Allegany,NY003_16B,16B,299791,6,,,,3W,Frigid,,"""03-08""",ALMOND,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,11.25,1.625,,1.39,30.56
Allegany,NY003_16C,16C,299792,8,,,,3E,Frigid,,"""08-15""",ALMOND,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,2,9,0.96,,0.48,10.57
Allegany,NY003_17B,17B,299804,5,,,,2E,Frigid,,"""03-08""",SALAMANCA,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,12.75,2.64,,1.81,39.91
Allegany,NY003_17C,17C,299805,7,,,,3E,Frigid,,"""08-15""",SALAMANCA,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,1,10.5,1.92,,1.07,23.66
Allegany,NY003_17D,17D,299806,8,,,,4E,Frigid,,"""15-25""",SALAMANCA,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,0,0,1.2,,0.6,13.22
Allegany,NY003_17E,17E,299807,8,,,,6E,Frigid,,"""25-35""",SALAMANCA,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Allegany,NY003_18F,18F,299814,9,,,,7E,Mesic,Very Steep,"""25-70""",ROCK OUTCROP-ARNOT,Well Drained to Excessively Well Drained,,,,Requires lime additions within every rotation,,0,0,,0,0
Allegany,NY003_19A,19A,299823,2,,,,2W,Mesic,,"""00-03""",OLEAN,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,7,16.17,4.02,,2.87,63.15
Allegany,NY003_19B,19B,299824,3,,,,2E,Mesic,,"""03-08""",OLEAN,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,15.96,4.02,,2.48,54.69
Allegany,NY003_20A,20A,299826,1,,,,1,Mesic,,"""00-03""",UNADILLA,Well Drained,,Silty Loam,,Requires lime additions within every rotation,7,18.72,4.02,,3.22,71.01
Allegany,NY003_20B,20B,299827,2,,,,2E,Mesic,,"""03-08""",UNADILLA,Well Drained,,Silty Loam,,Requires lime additions within every rotation,4,18.48,4.02,,2.68,59.13
Allegany,NY003_20C,20C,299828,5,,,,3E,Mesic,,"""08-15""",UNADILLA,Well Drained,,Silty Loam,,Requires lime additions within every rotation,1,16.5,3.3,,1.82,39.98
Allegany,NY003_20D,20D,299829,6,,,,4E,Mesic,,"""15-25""",UNADILLA,Well Drained,,Silty Loam,,Requires lime additions within every rotation,0,0,2.925,,1.46,32.21
Allegany,NY003_20E,20E,318639,8,,,,7E,Mesic,,"""25-35""",UNADILLA,Well Drained,,Silty Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Allegany,NY003_21A,21A,299830,2,,,,2W,Mesic,,"""00-03""",ORAMEL,Well Drained to Moderately Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,6,16.94,3.685,,2.77,61.01
Allegany,NY003_21B,21B,299831,3,,,,3E,Mesic,,"""03-08""",ORAMEL,Well Drained to Moderately Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,5,16.72,3.685,,2.59,57.12
Allegany,NY003_21C,21C,318640,5,,,,4E,Mesic,,"""08-15""",ORAMEL,Well Drained to Moderately Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,3,13.5,2.97,,1.85,40.74
Allegany,NY003_22A,22A,299832,1,,,,1,Mesic,,"""00-03""",ALLARD,Well Drained,,Silty Loam,,Requires lime additions within every rotation,7,17.94,4.02,,3.11,68.6
Allegany,NY003_22B,22B,299833,2,,,,2E,Mesic,,"""03-08""",ALLARD,Well Drained,,Silty Loam,,Requires lime additions within every rotation,4,17.71,4.02,,2.62,57.77
Allegany,NY003_22C,22C,299834,4,,,,4E,Mesic,,"""08-15""",ALLARD,Well Drained,,Silty Loam,,Requires lime additions within every rotation,2,15,3.35,,1.94,42.73
Allegany,NY003_25A,25A,299835,2,,,,2S,Mesic,,"""00-03""",CHENANGO,Well Drained to Excessively Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,7,16.94,3.685,,2.92,64.41
Allegany,NY003_25B,25B,299836,2,,,,2S,Mesic,,"""03-08""",CHENANGO,Well Drained to Excessively Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,6,16.94,3.685,,2.77,61.01
Allegany,NY003_25C,25C,299837,5,,,,3E,Mesic,,"""08-15""",CHENANGO,Well Drained to Excessively Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,2,13.5,2.97,,1.73,38.06
Allegany,NY003_25D,25D,299838,6,,,,4E,Mesic,,"""15-25""",CHENANGO,Well Drained to Excessively Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,1,11.25,2.6,,1.4,30.73
Allegany,NY003_25E,25E,299839,8,,,,6E,Mesic,,"""25-35""",CHENANGO,Well Drained to Excessively Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,0,0,0.96,,0.48,10.57
Allegany,NY003_25F,25F,299840,8,,,,7E,Mesic,,"""35-50""",CHENANGO,Well Drained to Excessively Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Allegany,NY003_26A,26A,299841,2,,,,2S,Mesic,Alluvial Fan,"""00-03""",CHENANGO,Well Drained to Excessively Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,7,16.94,3.685,,2.92,64.41
Allegany,NY003_26B,26B,299842,2,,,,2S,Mesic,Alluvial Fan,"""03-08""",CHENANGO,Well Drained to Excessively Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,6,16.94,3.685,,2.77,61.01
Allegany,NY003_27A,27A,299843,2,,,,2W,Mesic,,"""00-03""",CASTILE,Moderately Well-Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,6,17.71,3.685,,2.86,63.04
Allegany,NY003_27B,27B,299844,2,,,,2W,Mesic,,"""03-08""",CASTILE,Moderately Well-Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,5,17.71,3.685,,2.69,59.3
Allegany,NY003_28A,28A,1859975,2,,,,2E,Mesic,,"""00-03""",SCIO,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,6,17.71,3.35,,2.8,61.57
Allegany,NY003_29B,29B,299852,3,,,,2E,Mesic,,"""03-08""",ARKPORT,Well Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,5,15.96,3.685,,2.52,55.45
Allegany,NY003_29C,29C,299853,5,,,,3E,Mesic,,"""08-15""",ARKPORT,Well Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,3,13.5,2.97,,1.85,40.74
Allegany,NY003_29D,29D,299854,6,,,,4E,Mesic,,"""15-25""",ARKPORT,Well Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,1,10.5,2.6,,1.38,30.4
Allegany,NY003_29E,29E,299855,8,,,,6E,Mesic,,"""25-35""",ARKPORT,Well Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,0,0,0.72,,0.36,7.93
Allegany,NY003_29F,29F,318641,8,,,,8E,Mesic,,"""35-50""",ARKPORT,Well Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Allegany,NY003_31A,31A,822859,3,,,,2E,Mesic,,"""00-03""",COLLAMER,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,3,18.24,3.685,,2.38,52.51
Allegany,NY003_31B,31B,849300,3,,,,2E,Mesic,,"""03-08""",COLLAMER,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,3,18.24,3.685,,2.38,52.51
Allegany,NY003_31C,31C,299858,5,,,,3E,Mesic,,"""08-15""",COLLAMER,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,1,15,2.97,,1.64,36.05
Allegany,NY003_31D,31D,318643,6,,,,4E,Mesic,,"""15-25""",COLLAMER,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,0,0,2.6,,1.3,28.63
Allegany,NY003_32A,32A,299859,5,,,,3W,Mesic,,"""00-03""",CHURCHVILLE,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Allegany,NY003_32B,32B,299860,5,,,,3W,Mesic,,"""03-08""",CHURCHVILLE,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Allegany,NY003_33A,33A,1859977,5,,,,3W,Mesic,,"""00-03""",WALLINGTON,Somewhat Poorly Drained to Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,5,12,2.31,,1.78,39.15
Allegany,NY003_34A,34A,1859979,7,,,,3W,Mesic,,"""00-03""",ATHERTON,Poorly Drained to Very Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,3,11.25,1.6,,1.24,27.2
Allegany,NY003_35A,35A,299864,5,,,,3W,Mesic,,"""00-03""",RHINEBECK,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Allegany,NY003_35B,35B,299865,5,,,,3W,Mesic,,"""03-08""",RHINEBECK,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Allegany,NY003_35C,35C,299866,6,,,,3E,Mesic,,"""08-15""",RHINEBECK,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,1,12,2.275,,1.26,27.84
Allegany,NY003_36A,36A,1859981,6,,,,4W,Mesic,,"""00-03""",CANADICE,Poorly Drained,,Silty Clay Loam,,Requires lime additions within every rotation,3,10.5,1.95,,1.31,28.91
Allegany,NY003_37A,37A,299868,5,,,,3W,Mesic,,"""00-03""",TONAWANDA,Somewhat Poorly Drained to Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,4,12,2.31,,1.65,36.41
Allegany,NY003_37B,37B,299869,5,,,,3W,Mesic,,"""03-08""",TONAWANDA,Somewhat Poorly Drained to Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,4,12,2.31,,1.65,36.41
Allegany,NY003_38A,38A,299870,4,,,,3W,Mesic,,"""00-03""",NIAGARA,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,14.25,3.015,,2.04,45.03
Allegany,NY003_38B,38B,299871,4,,,,3W,Mesic,,"""03-08""",NIAGARA,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,14.25,3.015,,2.04,45.03
Allegany,NY003_38C,38C,318645,6,,,,4E,Mesic,,"""08-15""",NIAGARA,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,1,11.25,2.275,,1.25,27.51
Allegany,NY003_39A,39A,1859983,7,,,,3W,Mesic,,"""00-03""",ATHERTON,Poorly Drained to Very Poorly Drained,Muck,Silty Loam,,Requires lime additions within every rotation,3,11.25,1.6,,1.24,27.2
Allegany,NY003_43A,43A,1859986,7,,,,3W,Mesic,,"""00-03""",CANANDAIGUA,Poorly Drained to Very Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,3,11.25,1.6,,1.24,27.2
Allegany,NY003_44A,44A,1859988,7,,,,3W,Mesic,,"""00-03""",CANANDAIGUA,Poorly Drained to Very Poorly Drained,Muck,Silty Loam,,Requires lime additions within every rotation,3,11.25,1.6,,1.24,27.2
Allegany,NY003_46A,46A,299885,5,,,,3W,Mesic,,"""00-03""",RED HOOK,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,5,13.5,2.31,,1.93,42.46
Allegany,NY003_46B,46B,318197,5,,,,3W,Mesic,,"""03-08""",RED HOOK,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,5,13.5,2.31,,1.93,42.46
Allegany,NY003_49A,49A,1859990,5,,,,3W,Mesic,,"""00-03""",RED HOOK,Somewhat Well-Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,5,13.5,2.31,,1.93,42.46
Allegany,NY003_50A,50A,299902,3,,,,2W,Mesic,,"""00-03""",CANASERAGA,Moderately Well Drained to Well Drained,,Silty Loam,,Requires lime additions within every rotation,6,15.2,3.015,,2.43,53.46
Allegany,NY003_50B,50B,299903,4,,,,2E,Mesic,,"""03-08""",CANASERAGA,Moderately Well Drained to Well Drained,,Silty Loam,,Requires lime additions within every rotation,5,15,3.015,,2.25,49.64
Allegany,NY003_50C,50C,299904,6,,,,3E,Mesic,,"""08-15""",CANASERAGA,Moderately Well Drained to Well Drained,,Silty Loam,,Requires lime additions within every rotation,1,13.5,2.275,,1.29,28.5
Allegany,NY003_51C,51C,299906,5,,,,3E,Mesic,,"""08-15""",CHADAKOIN,Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,14.25,2.97,,1.89,41.73
Allegany,NY003_51D,51D,299907,6,,,,4E,Mesic,,"""15-25""",CHADAKOIN,Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,1,11.25,2.6,,1.4,30.73
Allegany,NY003_51E,51E,299908,8,,,,6E,Mesic,,"""25-35""",CHADAKOIN,Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,0,0,0.96,,0.48,10.57
Allegany,NY003_51F,51F,299909,8,,,,7E,Mesic,,"""35-50""",CHADAKOIN,Well Drained,Channery,Silty Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Allegany,NY003_52A,52A,318646,2,,,,2E,Mesic,,"""00-03""",VALOIS,Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,6,16.94,3.685,,2.77,61.01
Allegany,NY003_52B,52B,299910,2,,,,2E,Mesic,,"""03-08""",VALOIS,Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,6,16.94,3.685,,2.77,61.01
Allegany,NY003_52C,52C,299911,5,,,,3E,Mesic,,"""08-15""",VALOIS,Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,3,14.25,2.97,,1.89,41.73
Allegany,NY003_52D,52D,299912,6,,,,4E,Mesic,,"""15-25""",VALOIS,Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,1,11.25,2.6,,1.4,30.73
Allegany,NY003_52E,52E,299913,8,,,,6E,Mesic,,"""25-35""",VALOIS,Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,0,0,0.96,,0.48,10.57
Allegany,NY003_52F,52F,299914,8,,,,7E,Mesic,,"""35-70""",VALOIS,Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Allegany,NY003_53C,53C,299915,6,,,,3E,Mesic,,"""03-15""",VALOIS-VOLUSIA-MARDIN,Well Drained,,Silty Loam,,Requires lime additions within every rotation,3,12.75,1.95,,1.45,31.88
Allegany,NY003_58A,58A,318648,4,,,,2E,Mesic,,"""00-03""",RUSHFORD,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,5,15,3.015,,2.25,49.64
Allegany,NY003_58B,58B,299927,4,,,,2E,Mesic,,"""03-08""",RUSHFORD,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,5,15,3.015,,2.25,49.64
Allegany,NY003_58C,58C,299928,6,,,,3E,Mesic,,"""08-15""",RUSHFORD,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,1,13.5,2.275,,1.29,28.5
Allegany,NY003_58D,58D,318165,8,,,,4E,Mesic,,"""15-25""",RUSHFORD,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,0,0,0.96,,0.48,10.57
Allegany,NY003_58E,58E,318166,8,,,,4E,Mesic,,"""25-35""",RUSHFORD,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,,0,0,,0,0
Allegany,NY003_59B,59B,299929,5,,,,2W,Frigid,,"""03-08""",YORKSHIRE,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,5,12.75,2.31,,1.85,40.8
Allegany,NY003_59C,59C,299930,7,,,,3E,Frigid,,"""08-15""",YORKSHIRE,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,11.25,1.6,,1.24,27.2
Allegany,NY003_59D,59D,299931,8,,,,4E,Frigid,,"""15-25""",YORKSHIRE,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,1,9.75,0.96,,0.48,10.57
Allegany,NY003_60A,60A,299933,7,,,,3W,Frigid,,"""00-03""",NAPOLI,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Allegany,NY003_60B,60B,299934,7,,,,3W,Frigid,,"""03-08""",NAPOLI,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Allegany,NY003_60C,60C,299935,8,,,,3E,Frigid,,"""08-15""",NAPOLI,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,2,9,0.96,,0.48,10.57
Allegany,NY003_60D,60D,299936,8,,,,4E,Frigid,,"""15-25""",NAPOLI,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Allegany,NY003_61B,61B,299937,4,,,,2W,Mesic,,"""03-08""",SCHUYLER,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,14.25,3.015,,2.04,45.03
Allegany,NY003_61C,61C,299938,6,,,,3E,Mesic,,"""08-15""",SCHUYLER,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,1,12,2.275,,1.26,27.84
Allegany,NY003_61D,61D,299939,7,,,,4E,Mesic,,"""15-25""",SCHUYLER,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,0,0,1.92,,0.96,21.15
Allegany,NY003_61E,61E,299940,8,,,,6E,Mesic,,"""25-35""",SCHUYLER,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,0,0,0.72,,0.36,7.93
Allegany,NY003_61F,61F,299941,8,,,,7E,Mesic,,"""35-50""",SCHUYLER,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Allegany,NY003_62B,62B,299942,4,,,,2W,Mesic,,"""03-08""",MARDIN,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,5,14.25,2.68,,2.1,46.15
Allegany,NY003_62C,62C,299943,6,,,,3E,Mesic,,"""08-15""",MARDIN,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,12.75,1.95,,1.45,31.88
Allegany,NY003_62D,62D,299944,7,,,,4E,Mesic,,"""15-25""",MARDIN,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,1,11.25,1.6,,0.95,20.81
Allegany,NY003_62E,62E,318199,8,,,,6E,Mesic,,"""25-35""",MARDIN,Moderately Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Allegany,NY003_64C,64C,299948,8,,,,6S,Mesic,,"""08-15""",MARDIN,Moderately Well-Drained,Very Stoney,Silty Loam,,Requires lime additions within every rotation,3,12.75,1.44,,0.72,15.86
Allegany,NY003_64D,64D,299949,8,,,,6S,Mesic,,"""15-25""",MARDIN,Moderately Well-Drained,Very Stoney,Silty Loam,,Requires lime additions within every rotation,1,11.25,1.2,,0.6,13.22
Allegany,NY003_66B,66B,299950,8,,,,6S,Mesic,,"""03-08""",VOLUSIA-MORRIS,Somewhat Well-Drained,Very Stoney/Channery,Silty Loam,,Requires lime additions within every rotation,2,10.5,1.2,,0.6,13.22
Allegany,NY003_66C,66C,299951,8,,,,6S,Mesic,,"""08-15""",VOLUSIA-MORRIS,Somewhat Well-Drained,Very Stoney/Channery,Silty Loam,,Requires lime additions within every rotation,2,10.5,1.2,,0.6,13.22
Allegany,NY003_67A,67A,299952,6,,,,3W,Mesic,,"""00-03""",DALTON,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,3,12.75,1.95,,1.45,31.88
Allegany,NY003_67B,67B,299953,6,,,,3W,Mesic,,"""03-08""",DALTON,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,3,12.75,1.95,,1.45,31.88
Allegany,NY003_67C,67C,318202,7,,,,3E,Mesic,,"""08-15""",DALTON,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,1,10.5,1.6,,0.93,20.48
Allegany,NY003_68A,68A,299954,6,,,,3W,Mesic,,"""00-03""",VOLUSIA,Somewhat Well-Drained,Channery,Silty Loam,,Requires lime additions within every rotation,3,12,1.95,,1.4,30.89
